group_name,step_type,set_type,critic_loss,value_pred_mean,value_pred_std,value_target_mean,value_target_std,return_mean,return_std,advantage_mean,advantage_std,pearson_value_vs_value_target,spearman_value_vs_value_target,pearson_value_vs_return,spearman_value_vs_return,pearson_value_vs_advantage,spearman_value_vs_advantage,pearson_value_vs_one_step_reward,spearman_value_vs_one_step_reward,update_objective,main_value_loss,loss_form_note,group_applicable,grad_norm,critic_param_delta_norm,critic_backbone_delta_norm,critic_head_delta_norm,cosine_update_vs_grad,update_over_grad_ratio
current_value_loss_form,after_update,held_out_batch,0.47622954845428467,-26.35516357421875,10.11185359954834,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.655561625957489,0.11442306637763977,0.655561625957489,0.11442306637763977,0.3124723434448242,0.10274724662303925,-0.11750692129135132,-0.3999083936214447,0.16802962124347687,0.33605924248695374,current_config_huber,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
current_value_loss_form,after_update,probe,0.9629726409912109,-24.348777770996094,9.70207691192627,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3597830533981323,0.16304819285869598,0.35978302359580994,0.16304819285869598,-0.4630873203277588,-0.43443334102630615,-0.43479400873184204,-0.581741213798523,0.16802962124347687,0.33605924248695374,current_config_huber,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
plain_mse_value_loss,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.44510021805763245,0.8902004361152649,plain_mse,1.0,5.559670210128344,0.0,0.0,0.0,0.0,0.0
plain_mse_value_loss,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.44510021805763245,0.8902004361152649,plain_mse,1.0,5.559670210128344,0.0,0.0,0.0,0.0,0.0
plain_mse_value_loss,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.44510021805763245,0.8902004361152649,plain_mse,1.0,5.559670210128344,0.0,0.0,0.0,0.0,0.0
plain_mse_value_loss,after_update,current_batch,0.3270438611507416,-26.96348762512207,7.012082576751709,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6935076713562012,0.457844614982605,0.6935076713562012,0.457844614982605,0.20362219214439392,0.31634899973869324,-0.39822572469711304,-0.35923758149147034,0.3577693998813629,0.7155387997627258,plain_mse,1.0,5.559670210128344,0.06814589100198767,0.06804578769504656,0.003692321412801646,-0.25867722862209525,0.01225718224758057
plain_mse_value_loss,after_update,held_out_batch,0.4733993709087372,-26.363616943359375,10.042323112487793,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6568121910095215,0.12445054203271866,0.6568120718002319,0.12445054203271866,0.3139707148075104,0.11488094180822372,-0.11752301454544067,-0.40032047033309937,0.3577693998813629,0.7155387997627258,plain_mse,1.0,5.559670210128344,0.06814589100198767,0.06804578769504656,0.003692321412801646,-0.25867722862209525,0.01225718224758057
plain_mse_value_loss,after_update,probe,0.9610717296600342,-24.363792419433594,9.643518447875977,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.35990607738494873,0.16945287585258484,0.35990607738494873,0.16945287585258484,-0.4642179608345032,-0.43313068151474,-0.435658723115921,-0.5707772374153137,0.3577693998813629,0.7155387997627258,plain_mse,1.0,5.559670210128344,0.06814589100198767,0.06804578769504656,0.003692321412801646,-0.25867722862209525,0.01225718224758057
plain_huber_value_loss,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.1998068243265152,0.3996136486530304,plain_huber_delta_1.0,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
plain_huber_value_loss,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.1998068243265152,0.3996136486530304,plain_huber_delta_1.0,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
plain_huber_value_loss,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.1998068243265152,0.3996136486530304,plain_huber_delta_1.0,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
plain_huber_value_loss,after_update,current_batch,0.33605924248695374,-26.925743103027344,7.446550369262695,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6846928596496582,0.45417892932891846,0.684692919254303,0.45417892932891846,0.18903812766075134,0.3152492940425873,-0.39848560094833374,-0.3651026785373688,0.16802962124347687,0.33605924248695374,plain_huber_delta_1.0,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
plain_huber_value_loss,after_update,held_out_batch,0.47622954845428467,-26.35516357421875,10.11185359954834,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.655561625957489,0.11442306637763977,0.655561625957489,0.11442306637763977,0.3124723434448242,0.10274724662303925,-0.11750692129135132,-0.3999083936214447,0.16802962124347687,0.33605924248695374,plain_huber_delta_1.0,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
plain_huber_value_loss,after_update,probe,0.9629726409912109,-24.348777770996094,9.70207691192627,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3597830533981323,0.16304819285869598,0.35978302359580994,0.16304819285869598,-0.4630873203277588,-0.43443334102630615,-0.43479400873184204,-0.581741213798523,0.16802962124347687,0.33605924248695374,plain_huber_delta_1.0,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
unclipped_value_loss_only,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.1998068243265152,0.3996136486530304,equivalent_to_current_no_value_clipping_present,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
unclipped_value_loss_only,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.1998068243265152,0.3996136486530304,equivalent_to_current_no_value_clipping_present,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
unclipped_value_loss_only,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.1998068243265152,0.3996136486530304,equivalent_to_current_no_value_clipping_present,1.0,2.131699207039702,0.0,0.0,0.0,0.0,0.0
unclipped_value_loss_only,after_update,current_batch,0.33605924248695374,-26.925743103027344,7.446550369262695,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6846928596496582,0.45417892932891846,0.684692919254303,0.45417892932891846,0.18903812766075134,0.3152492940425873,-0.39848560094833374,-0.3651026785373688,0.16802962124347687,0.33605924248695374,equivalent_to_current_no_value_clipping_present,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
unclipped_value_loss_only,after_update,held_out_batch,0.47622954845428467,-26.35516357421875,10.11185359954834,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.655561625957489,0.11442306637763977,0.655561625957489,0.11442306637763977,0.3124723434448242,0.10274724662303925,-0.11750692129135132,-0.3999083936214447,0.16802962124347687,0.33605924248695374,equivalent_to_current_no_value_clipping_present,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
unclipped_value_loss_only,after_update,probe,0.9629726409912109,-24.348777770996094,9.70207691192627,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3597830533981323,0.16304819285869598,0.35978302359580994,0.16304819285869598,-0.4630873203277588,-0.43443334102630615,-0.43479400873184204,-0.581741213798523,0.16802962124347687,0.33605924248695374,equivalent_to_current_no_value_clipping_present,1.0,2.131699207039702,0.068537255993265,0.06843257026756558,0.0037866589047653677,-0.24989741228706847,0.032151466664212404
clipped_value_loss_only,before_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,not_applicable_current_main_value_loss_has_no_value_clipping_branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipped_value_loss_only,before_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,not_applicable_current_main_value_loss_has_no_value_clipping_branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipped_value_loss_only,before_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,not_applicable_current_main_value_loss_has_no_value_clipping_branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipped_value_loss_only,after_update,current_batch,0.3996136486530304,-26.539926528930664,7.47188138961792,-0.4497126638889313,1.0327413082122803,-30.325071334838867,8.894390106201172,-15.459139823913574,16.447053909301758,0.6262403130531311,0.4186217486858368,0.6262403726577759,0.4186217486858368,0.12078416347503662,0.23643697798252106,-0.40816208720207214,-0.394794762134552,0.0,0.0,not_applicable_current_main_value_loss_has_no_value_clipping_branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipped_value_loss_only,after_update,held_out_batch,0.46690577268600464,-26.267045974731445,8.731260299682617,-0.5504244565963745,1.0681970119476318,-31.192440032958984,9.199749946594238,-17.85287857055664,18.989484786987305,0.6415639519691467,0.08869046717882156,0.641563892364502,0.08869046717882156,0.29333165287971497,-0.04001831263303757,-0.1399911344051361,-0.5038918852806091,0.0,0.0,not_applicable_current_main_value_loss_has_no_value_clipping_branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clipped_value_loss_only,after_update,probe,0.9337701797485352,-24.604461669921875,9.092120170593262,-1.1509175300598145,0.5814316272735596,-36.364131927490234,5.007526874542236,-16.04560661315918,10.781734466552734,0.3689935803413391,0.12841945886611938,0.3689936399459839,0.12841945886611938,-0.5185487866401672,-0.5075987577438354,-0.44507306814193726,-0.5578593015670776,0.0,0.0,not_applicable_current_main_value_loss_has_no_value_clipping_branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0
